"ensembl_gene_id","hgnc_symbol","entrezgene_id"
"ENSG00000171316","CHD7",55636
"ENSG00000171320","ESCO2",157570
"ENSG00000171345","KRT19",3880
"ENSG00000171357","LURAP1",541468
"ENSG00000171365","CLCN5",1184
"ENSG00000171368","TPPP",11076
"ENSG00000171385","KCND3",3752
"ENSG00000171388","APLN",8862
"ENSG00000171408","PDE7B",27115
"ENSG00000171421","MRPL36",64979
"ENSG00000171425","ZNF581",51545
"ENSG00000171428","NAT1",9
"ENSG00000171443","ZNF524",147807
"ENSG00000171444","MCC",4163
"ENSG00000171448","ZBTB26",57684
"ENSG00000171451","DSEL",92126
"ENSG00000171453","POLR1C",9533
"ENSG00000171456","ASXL1",171023
"ENSG00000171462","DLK2",65989
"ENSG00000171466","ZNF562",54811
"ENSG00000171467","ZNF318",24149
"ENSG00000171469","ZNF561",93134
"ENSG00000171475","WIPF2",147179
"ENSG00000171476","HOPX",84525
"ENSG00000171488","LRRC8C",84230
"ENSG00000171490","RSL1D1",26156
"ENSG00000171492","LRRC8D",55144
"ENSG00000171496","OR1L8",138881
"ENSG00000171497","PPID",5481
"ENSG00000171502","COL24A1",255631
"ENSG00000171503","ETFDH",2110
"ENSG00000171509","RXFP1",59350
"ENSG00000171517","LPAR3",23566
"ENSG00000171522","PTGER4",5734
"ENSG00000171530","TBCA",6902
"ENSG00000171533","MAP6",4135
"ENSG00000171552","BCL2L1",598
"ENSG00000171566","PLRG1",5356
"ENSG00000171574","ZNF584",201514
"ENSG00000171596","NMUR1",10316
"ENSG00000171603","CLSTN1",22883
"ENSG00000171604","CXXC5",51523
"ENSG00000171606","ZNF274",10782
"ENSG00000171608","PIK3CD",5293
"ENSG00000171612","SLC25A33",84275
"ENSG00000171617","ENC1",8507
"ENSG00000171621","SPSB1",80176
"ENSG00000171634","BPTF",2186
"ENSG00000171649","ZIK1",284307
"ENSG00000171658","NMRAL2P",NA
"ENSG00000171680","PLEKHG5",57449
"ENSG00000171681","ATF7IP",55729
"ENSG00000171700","RGS19",10287
"ENSG00000171703","TCEA2",6919
"ENSG00000171720","HDAC3",8841
"ENSG00000171723","GPHN",10243
"ENSG00000171724","VAT1L",57687
"ENSG00000171729","TMEM51",55092
"ENSG00000171735","CAMTA1",23261
"ENSG00000171757","LRRC34",151827
"ENSG00000171763","AFG2B",79029
"ENSG00000171790","SLFNL1",200172
"ENSG00000171791","BCL2",596
"ENSG00000171792","RHNO1",83695
"ENSG00000171793","CTPS1",1503
"ENSG00000171798","KNDC1",85442
"ENSG00000171806","METTL18",92342
"ENSG00000171811","CFAP46",54777
"ENSG00000171812","COL8A2",1296
"ENSG00000171813","PWWP2B",170394
"ENSG00000171817","ZNF540",163255
"ENSG00000171819","ANGPTL7",10218
"ENSG00000171823","FBXL14",144699
"ENSG00000171824","EXOSC10",5394
"ENSG00000171827","ZNF570",148268
"ENSG00000171840","NINJ2",4815
"ENSG00000171843","MLLT3",4300
"ENSG00000171847","FAM90A1",55138
"ENSG00000171848","RRM2",6241
"ENSG00000171853","TRAPPC12",51112
"ENSG00000171858","RPS21",6227
"ENSG00000171861","MRM3",55178
"ENSG00000171862","PTEN",5728
"ENSG00000171863","RPS7",6201
"ENSG00000171865","RNASEH1",246243
"ENSG00000171867","PRNP",5621
"ENSG00000171872","KLF17",128209
"ENSG00000171873","ADRA1D",146
"ENSG00000171877","FRMD5",84978
"ENSG00000171889","MIR31HG",554202
"ENSG00000171914","TLN2",83660
"ENSG00000171928","TVP23B",51030
"ENSG00000171931","FBXW10",10517
"ENSG00000171940","ZNF217",7764
"ENSG00000171943","SRGAP2C",653464
"ENSG00000171951","SCG2",7857
"ENSG00000171953","ATPAF2",91647
"ENSG00000171960","PPIH",10465
"ENSG00000171962","DRC3",83450
"ENSG00000171970","ZNF57",126295
"ENSG00000171984","SHLD1",149840
"ENSG00000171988","JMJD1C",221037
"ENSG00000171992","SYNPO",11346
"ENSG00000172006","ZNF554",115196
"ENSG00000172007","RAB33B",83452
"ENSG00000172009","THOP1",7064
"ENSG00000172020","GAP43",2596
"ENSG00000172031","EPHX4",253152
"ENSG00000172037","LAMB2",3913
"ENSG00000172046","USP19",10869
"ENSG00000172053","QARS1",5859
"ENSG00000172057","ORMDL3",94103
"ENSG00000172058","SERF1A",8293
"ENSG00000172059","KLF11",8462
"ENSG00000172061","LRRC15",131578
"ENSG00000172062","SMN1",6606
"ENSG00000172062","SMN1",6607
"ENSG00000172071","EIF2AK3",9451
"ENSG00000172081","MOB3A",126308
"ENSG00000172086","KRCC1",51315
"ENSG00000172113","NME6",10201
"ENSG00000172115","CYCS",54205
"ENSG00000172123","SLFN12",55106
"ENSG00000172137","CALB2",794
"ENSG00000172156","CCL11",6356
"ENSG00000172159","FRMD3",257019
"ENSG00000172164","SNTB1",6641
"ENSG00000172167","MTBP",27085
"ENSG00000172171","TEFM",79736
"ENSG00000172172","MRPL13",28998
"ENSG00000172175","MALT1",10892
"ENSG00000172183","ISG20",3669
"ENSG00000172197","MBOAT1",154141
"ENSG00000172201","ID4",3400
"ENSG00000172215","CXCR6",10663
"ENSG00000172216","CEBPB",1051
"ENSG00000172239","PAIP1",10605
"ENSG00000172244","C5orf34",375444
"ENSG00000172247","C1QTNF4",114900
"ENSG00000172250","SERHL",NA
"ENSG00000172260","NEGR1",257194
"ENSG00000172262","ZNF131",7690
"ENSG00000172264","MACROD2",140733
"ENSG00000172269","DPAGT1",1798
"ENSG00000172270","BSG",682
"ENSG00000172273","HINFP",25988
"ENSG00000172292","CERS6",253782
"ENSG00000172296","SPTLC3",55304
"ENSG00000172297","GOLGA2P3Y",NA
"ENSG00000172301","COPRS",55352
"ENSG00000172315","TP53RK",112858
"ENSG00000172318","B3GALT1",8708
"ENSG00000172331","BPGM",669
"ENSG00000172336","POP7",10248
"ENSG00000172339","ALG14",199857
"ENSG00000172340","SUCLG2",8801
"ENSG00000172345","STARD5",80765
"ENSG00000172346","CSDC2",27254
"ENSG00000172348","RCAN2",10231
"ENSG00000172349","IL16",3603
"ENSG00000172350","ABCG4",64137
"ENSG00000172354","GNB2",2783
"ENSG00000172361","CFAP53",220136
"ENSG00000172366","MCRIP2",84331
"ENSG00000172375","C2CD2L",9854
"ENSG00000172379","ARNT2",9915
"ENSG00000172380","GNG12",55970
"ENSG00000172382","PRSS27",83886
"ENSG00000172399","MYOZ2",51778
"ENSG00000172403","SYNPO2",171024
"ENSG00000172409","CLP1",10978
"ENSG00000172426","RSPH9",221421
"ENSG00000172428","COPS9",150678
"ENSG00000172432","GTPBP2",54676
"ENSG00000172456","FGGY",55277
"ENSG00000172458","IL17D",53342
"ENSG00000172460","PRSS30P",NA
"ENSG00000172465","TCEAL1",9338
"ENSG00000172466","ZNF24",7572
"ENSG00000172469","MANEA",79694
"ENSG00000172476","RAB40A",142684
"ENSG00000172493","AFF1",4299
"ENSG00000172497","ACOT12",134526
"ENSG00000172500","FIBP",9158
"ENSG00000172508","CARNS1",57571
"ENSG00000172530","BANP",54971
"ENSG00000172531","PPP1CA",5499
"ENSG00000172534","HCFC1",3054
"ENSG00000172543","CTSW",1521
"ENSG00000172572","PDE3A",5139
"ENSG00000172575","RASGRP1",10125
"ENSG00000172586","CHCHD1",118487
"ENSG00000172590","MRPL52",122704
"ENSG00000172594","SMPDL3A",10924
"ENSG00000172613","RAD9A",5883
"ENSG00000172638","EFEMP2",30008
"ENSG00000172650","AGAP5",729092
"ENSG00000172661","WASHC2C",253725
"ENSG00000172663","TMEM134",80194
"ENSG00000172667","ZMAT3",64393
"ENSG00000172671","ZFAND4",93550
"ENSG00000172687","ZNF738",148203
"ENSG00000172716","SLFN11",91607
"ENSG00000172725","CORO1B",57175
"ENSG00000172728","FUT10",84750
"ENSG00000172731","LRRC20",55222
"ENSG00000172732","MUS81",80198
"ENSG00000172733","PURG",29942
"ENSG00000172738","TMEM217",221468
"ENSG00000172748","ZNF596",169270
"ENSG00000172757","CFL1",1072
"ENSG00000172765","TMCC1",23023
"ENSG00000172766","NAA16",79612
"ENSG00000172771","EFCAB12",90288
"ENSG00000172775","PSME3IP1",80011
"ENSG00000172780","RAB43",339122
"ENSG00000172785","ZNG1A",55871
"ENSG00000172794","RAB37",326624
"ENSG00000172795","DCP2",167227
"ENSG00000172803","SNX32",254122
"ENSG00000172809","RPL38",6169
"ENSG00000172817","CYP7B1",9420
"ENSG00000172819","RARG",5916
"ENSG00000172824","CES4A",283848
"ENSG00000172828","CES3",23491
"ENSG00000172830","SSH3",54961
"ENSG00000172831","CES2",8824
"ENSG00000172840","PDP2",57546
"ENSG00000172845","SP3",6670
"ENSG00000172869","DMXL1",1657
"ENSG00000172878","METAP1D",254042
"ENSG00000172888","ZNF621",285268
"ENSG00000172889","EGFL7",51162
"ENSG00000172890","NADSYN1",55191
"ENSG00000172893","DHCR7",1717
"ENSG00000172901","LVRN",206338
"ENSG00000172915","NBEA",26960
"ENSG00000172922","RNASEH2C",84153
"ENSG00000172927","MYEOV",26579
"ENSG00000172932","ANKRD13D",338692
"ENSG00000172935","MRGPRF",116535
"ENSG00000172936","MYD88",4615
"ENSG00000172939","OXSR1",9943
"ENSG00000172943","PHF8",23133
"ENSG00000172954","LCLAT1",253558
"ENSG00000172955","ADH6",130
"ENSG00000172965","MIR4435-2HG",541471
"ENSG00000172971","UNC93B3",NA
"ENSG00000172974","VDAC2P5",NA
"ENSG00000172977","KAT5",10524
"ENSG00000172985","SH3RF3",344558
"ENSG00000172986","GXYLT2",727936
"ENSG00000172992","DCAKD",79877
"ENSG00000173011","TADA2B",93624
"ENSG00000173013","CCDC96",257236
"ENSG00000173020","GRK2",156
"ENSG00000173039","RELA",5970
"ENSG00000173040","EVC2",132884
"ENSG00000173041","ZNF680",340252
"ENSG00000173064","HECTD4",283450
"ENSG00000173065","FAM222B",55731
"ENSG00000173068","BNC2",54796
"ENSG00000173083","HPSE",10855
"ENSG00000173085","COQ2",27235
"ENSG00000173110","HSPA6",3310
"ENSG00000173113","TRMT112",51504
"ENSG00000173114","LRRN3",54674
"ENSG00000173120","KDM2A",22992
"ENSG00000173137","ADCK5",203054
"ENSG00000173141","MRPL57",78988
"ENSG00000173145","NOC3L",64318
"ENSG00000173153","ESRRA",2101
"ENSG00000173156","RHOD",29984
"ENSG00000173163","COMMD1",150684
"ENSG00000173166","RAPH1",65059
"ENSG00000173171","MTX1",4580
"ENSG00000173175","ADCY5",111
"ENSG00000173193","PARP14",54625
"ENSG00000173200","PARP15",165631
"ENSG00000173207","CKS1B",1163
"ENSG00000173209","AHSA2P",NA
"ENSG00000173210","ABLIM3",22885
"ENSG00000173214","MFSD4B",91749
"ENSG00000173218","VANGL1",81839
"ENSG00000173221","GLRX",2745
"ENSG00000173226","IQCB1",9657
"ENSG00000173230","GOLGB1",2804
"ENSG00000173258","ZNF483",158399
"ENSG00000173262","SLC2A14",144195
"ENSG00000173264","GPR137",56834
"ENSG00000173267","SNCG",6623
"ENSG00000173269","MMRN2",79812
"ENSG00000173272","MZT2A",653784
"ENSG00000173273","TNKS",8658
"ENSG00000173275","ZNF449",203523
"ENSG00000173276","ZBTB21",49854
"ENSG00000173281","PPP1R3B",79660
"ENSG00000173295","FAM86B3P",286042
"ENSG00000173320","STOX2",56977
"ENSG00000173327","MAP3K11",4296
"ENSG00000173334","TRIB1",10221
"ENSG00000173376","NDNF",79625
"ENSG00000173391","OLR1",4973
"ENSG00000173401","GLIPR1L1",256710
"ENSG00000173402","DAG1",1605
"ENSG00000173406","DAB1",1600
"ENSG00000173409","ARV1",64801
"ENSG00000173418","NAA20",51126
"ENSG00000173421","IHO1",339834
"ENSG00000173436","MICOS10",440574
"ENSG00000173442","EHBP1L1",254102
"ENSG00000173451","THAP2",83591
"ENSG00000173456","RNF26",79102
"ENSG00000173457","PPP1R14B",26472
"ENSG00000173465","ZNRD2",10534
"ENSG00000173473","SMARCC1",6599
"ENSG00000173480","ZNF417",147687
"ENSG00000173482","PTPRM",5797
"ENSG00000173486","FKBP2",2286
"ENSG00000173511","VEGFB",7423
"ENSG00000173517","PEAK1",79834
"ENSG00000173530","TNFRSF10D",8793
"ENSG00000173531","MST1",4485
"ENSG00000173535","TNFRSF10C",8794
"ENSG00000173542","MOB1B",92597
"ENSG00000173545","ZNF622",90441
"ENSG00000173546","CSPG4",1464
"ENSG00000173548","SNX33",257364
"ENSG00000173559","NABP1",64859
"ENSG00000173567","ADGRF3",165082
"ENSG00000173575","CHD2",1106
"ENSG00000173581","CCDC106",29903
"ENSG00000173588","CEP83",51134
"ENSG00000173598","NUDT4",11163
"ENSG00000173599","PC",5091
"ENSG00000173611","SCAI",286205
"ENSG00000173614","NMNAT1",64802
"ENSG00000173621","LRFN4",78999
"ENSG00000173626","TRAPPC3L",100128327
"ENSG00000173638","SLC19A1",6573
"ENSG00000173641","HSPB7",27129
"ENSG00000173653","RCE1",9986
"ENSG00000173660","UQCRH",7388
"ENSG00000173662","TAS1R1",80835
"ENSG00000173674","EIF1AX",1964
"ENSG00000173674","EIF1AX",124905557
"ENSG00000173678","SPDYE2B",100310812
"ENSG00000173681","BCLAF3",256643
"ENSG00000173692","PSMD1",5707
"ENSG00000173698","ADGRG2",10149
"ENSG00000173705","SUSD5",26032
"ENSG00000173706","HEG1",57493
"ENSG00000173714","WFIKKN2",124857
"ENSG00000173715","TOP6BL",79703
"ENSG00000173726","TOMM20",9804
"ENSG00000173727","FAUP4",NA
"ENSG00000173744","AGFG1",3267
"ENSG00000173757","STAT5B",6777
"ENSG00000173762","CD7",924
"ENSG00000173786","CNP",1267
"ENSG00000173801","JUP",3728
"ENSG00000173809","TDRD12",91646
"ENSG00000173812","EIF1",10209
"ENSG00000173818","ENDOV",284131
"ENSG00000173821","RNF213",57674
"ENSG00000173825","TIGD3",220359
"ENSG00000173838","MARCHF10",162333
"ENSG00000173846","PLK3",1263
"ENSG00000173848","NET1",10276
"ENSG00000173852","DPY19L1",23333
"ENSG00000173875","ZNF791",163049
"ENSG00000173889","PHC3",80012
"ENSG00000173890","GPR160",26996
"ENSG00000173894","CBX2",84733
"ENSG00000173898","SPTBN2",6712
"ENSG00000173905","GOLIM4",27333
"ENSG00000173914","RBM4B",83759
"ENSG00000173915","ATP5MK",84833
"ENSG00000173917","HOXB2",3212
"ENSG00000173918","C1QTNF1",114897
"ENSG00000173926","MARCHF3",115123
"ENSG00000173928","SWSAP1",126074
"ENSG00000173933","RBM4",5936
"ENSG00000173947","CIMAP3",128344
"ENSG00000173950","XXYLT1",152002
"ENSG00000173960","UBXN2A",165324
"ENSG00000173991","TCAP",8557
"ENSG00000173992","CCS",9973
"ENSG00000174004","NRROS",375387
"ENSG00000174007","CEP19",84984
"ENSG00000174010","KLHL15",80311
"ENSG00000174013","FBXO45",200933
"ENSG00000174021","GNG5",2787
"ENSG00000174028","FAM3C2P",NA
"ENSG00000174032","SLC25A30",253512
"ENSG00000174059","CD34",947
"ENSG00000174080","CTSF",8722
"ENSG00000174099","MSRB3",253827
"ENSG00000174106","LEMD3",23592
"ENSG00000174109","UQCC4",283951
"ENSG00000174125","TLR1",7096
"ENSG00000174130","TLR6",10333
"ENSG00000174132","FAM174A",345757
"ENSG00000174136","RGMB",285704
"ENSG00000174137","FAM53A",152877
"ENSG00000174151","CYB561D1",284613
"ENSG00000174165","ZDHHC24",254359
"ENSG00000174171","",NA
"ENSG00000174173","TRMT10C",54931
"ENSG00000174177","CTU2",348180
"ENSG00000174197","MGA",23269
"ENSG00000174206","KICS2",144577
"ENSG00000174227","PIGG",54872
"ENSG00000174231","PRPF8",10594
"ENSG00000174233","ADCY6",112
"ENSG00000174238","PITPNA",5306
"ENSG00000174243","DDX23",9416
"ENSG00000174276","ZNHIT2",741
"ENSG00000174282","ZBTB4",57659
"ENSG00000174292","TNK1",8711
"ENSG00000174306","ZHX3",23051
"ENSG00000174307","PHLDA3",23612
"ENSG00000174325","DIRC1",NA
"ENSG00000174326","SLC16A11",162515
"ENSG00000174327","SLC16A13",201232
"ENSG00000174332","GLIS1",148979
"ENSG00000174348","PODN",127435
"ENSG00000174353","STAG3L3",NA
"ENSG00000174365","SNHG11",128439
"ENSG00000174370","KCNJ5-AS1",219833
"ENSG00000174371","EXO1",9156
"ENSG00000174373","RALGAPA1",253959
"ENSG00000174384","PMS2P6",NA
"ENSG00000174405","LIG4",3981
"ENSG00000174428","GTF2IRD2B",389524
"ENSG00000174437","ATP2A2",488
"ENSG00000174442","ZWILCH",55055
"ENSG00000174444","RPL4",6124
"ENSG00000174446","SNAPC5",10302
"ENSG00000174448","STARD6",147323
"ENSG00000174456","C12orf76",400073
"ENSG00000174483","BBS1",582
"ENSG00000174485","DENND4A",10260
"ENSG00000174501","ANKRD36C",400986
"ENSG00000174514","MFSD4A",148808
"ENSG00000174516","PELI3",246330
"ENSG00000174527","MYO1H",283446
"ENSG00000174529","TMEM81",388730
"ENSG00000174547","MRPL11",65003
"ENSG00000174564","IL20RB",53833
"ENSG00000174574","AKIRIN1",79647
"ENSG00000174579","MSL2",55167
"ENSG00000174586","ZNF497",162968
"ENSG00000174599","TRAM1L1",133022
"ENSG00000174606","ANGEL2",90806
"ENSG00000174628","IQCK",124152
"ENSG00000174652","ZNF266",10781
"ENSG00000174669","SLC29A2",3177
"ENSG00000174672","BRSK2",9024
"ENSG00000174680","GRIK1-AS1",NA
"ENSG00000174684","B4GAT1",11041
"ENSG00000174695","TMEM167A",153339
"ENSG00000174697","LEP",3952
"ENSG00000174705","SH3PXD2B",285590
"ENSG00000174718","RESF1",55196
"ENSG00000174720","LARP7",51574
"ENSG00000174721","FGFBP3",143282
"ENSG00000174738","NR1D2",9975
"ENSG00000174740","PABPC5",140886
"ENSG00000174744","BRMS1",25855
"ENSG00000174748","RPL15",6138
"ENSG00000174749","FAM241A",132720
"ENSG00000174775","HRAS",3265
"ENSG00000174780","SRP72",6731
"ENSG00000174791","RIN1",9610
"ENSG00000174796","THAP6",152815
"ENSG00000174799","CEP135",9662
"ENSG00000174804","FZD4",8322
"ENSG00000174807","CD248",57124
"ENSG00000174808","BTC",685
"ENSG00000174827","PDZK1",5174
"ENSG00000174839","DENND6A",201627
"ENSG00000174840","PDE12",201626
"ENSG00000174842","GLMN",11146
"ENSG00000174844","DNAH12",201625
"ENSG00000174851","YIF1A",10897
"ENSG00000174876","AMY1B",277
"ENSG00000174876","AMY1B",124905666
"ENSG00000174876","AMY1B",124905668
"ENSG00000174876","AMY1B",128966568
"ENSG00000174876","AMY1B",128966570
"ENSG00000174886","NDUFA11",126328
"ENSG00000174891","RSRC1",51319
"ENSG00000174899","SLC66A1L",NA
"ENSG00000174903","RAB1B",81876
"ENSG00000174912","METTL15P1",NA
"ENSG00000174915","PTDSS2",81490
"ENSG00000174917","MICOS13",125988
"ENSG00000174928","C3orf33",285315
"ENSG00000174938","SEZ6L2",26470
"ENSG00000174939","ASPHD1",253982
"ENSG00000174943","KCTD13",253980
"ENSG00000174944","P2RY14",9934
"ENSG00000174945","AMZ1",155185
"ENSG00000174953","DHX36",170506
"ENSG00000174977","PAIP1P2",NA
"ENSG00000174989","FBXW8",26259
"ENSG00000174996","KLC2",64837
"ENSG00000175003","SLC22A1",6580
"ENSG00000175029","CTBP2",1488
"ENSG00000175040","CHST2",9435
"ENSG00000175048","ZDHHC14",79683
"ENSG00000175054","ATR",545
"ENSG00000175061","SNHG29",125144
"ENSG00000175063","UBE2C",11065
"ENSG00000175066","GK5",256356
"ENSG00000175073","VCPIP1",80124
"ENSG00000175084","DES",1674
"ENSG00000175087","PDIK1L",149420
"ENSG00000175104","TRAF6",7189
"ENSG00000175105","ZNF654",55279
"ENSG00000175106","TVP23C",201158
"ENSG00000175110","MRPS22",56945
"ENSG00000175115","PACS1",55690
"ENSG00000175130","MARCKSL1",65108
"ENSG00000175137","SH3BP5L",80851
"ENSG00000175155","YPEL2",388403
"ENSG00000175166","PSMD2",5708
"ENSG00000175170","FAM182B",NA
"ENSG00000175182","FAM131A",131408
"ENSG00000175183","CSRP2",1466
"ENSG00000175193","PARL",55486
"ENSG00000175197","DDIT3",1649
"ENSG00000175198","PCCA",5095
"ENSG00000175203","DCTN2",10540
"ENSG00000175213","ZNF408",79797
"ENSG00000175215","CTDSP2",10106
"ENSG00000175216","CKAP5",9793
"ENSG00000175220","ARHGAP1",392
"ENSG00000175221","MED16",10025
"ENSG00000175224","ATG13",9776
"ENSG00000175265","GOLGA8A",23015
"ENSG00000175267","VWA3A",146177
"ENSG00000175274","TP53I11",9537
"ENSG00000175279","CENPS",378708
"ENSG00000175283","DOLK",22845
"ENSG00000175287","PHYHD1",254295
"ENSG00000175305","CCNE2",9134
"ENSG00000175309","PHYKPL",85007
"ENSG00000175318","GRAMD2A",196996
"ENSG00000175322","ZNF519",162655
"ENSG00000175324","LSM1",27257
"ENSG00000175334","BANF1",8815
"ENSG00000175348","TMEM9B",56674
"ENSG00000175352","NRIP3",56675
"ENSG00000175354","PTPN2",5771
"ENSG00000175356","SCUBE2",57758
"ENSG00000175376","EIF1AD",84285
"ENSG00000175387","SMAD2",4087
"ENSG00000175390","EIF3F",8665
"ENSG00000175395","ZNF25",219749
"ENSG00000175414","ARL10",285598
"ENSG00000175416","CLTB",1212
"ENSG00000175426","PCSK1",5122
"ENSG00000175449","RFESD",317671
"ENSG00000175455","CCDC14",64770
"ENSG00000175463","TBC1D10C",374403
"ENSG00000175467","SART1",9092
"ENSG00000175470","PPP2R2D",55844
"ENSG00000175471","MCTP1",79772
"ENSG00000175482","POLD4",57804
"ENSG00000175505","CLCF1",23529
"ENSG00000175513","TSGA10IP",254187
"ENSG00000175518","UBQLNL",143630
"ENSG00000175536","LIPT2",387787
"ENSG00000175538","KCNE3",10008
"ENSG00000175548","ALG10B",144245
"ENSG00000175550","DRAP1",10589
"ENSG00000175564","UCP3",7352
"ENSG00000175567","UCP2",7351
"ENSG00000175573","C11orf68",83638
"ENSG00000175575","PAAF1",80227
"ENSG00000175581","MRPL48",51642
"ENSG00000175582","RAB6A",5870
"ENSG00000175592","FOSL1",8061
"ENSG00000175595","ERCC4",2072
"ENSG00000175600","SUGCT",79783
"ENSG00000175602","CCDC85B",11007
"ENSG00000175606","TMEM70",54968
"ENSG00000175611","ERCC6L2-AS1",100128782
"ENSG00000175634","RPS6KB2",6199
"ENSG00000175643","RMI2",116028
"ENSG00000175662","TOM1L2",146691
"ENSG00000175676","GOLGA8DP",100132979
"ENSG00000175691","ZNF77",58492
"ENSG00000175697","GPR156",165829
"ENSG00000175701","MTLN",205251
"ENSG00000175711","B3GNTL1",146712
"ENSG00000175711","B3GNTL1",128966610
"ENSG00000175727","MLXIP",22877
"ENSG00000175728","LINC02873",283171
"ENSG00000175730","BAK1P1",NA
"ENSG00000175741","RWDD4P2",NA
"ENSG00000175745","NR2F1",7025
"ENSG00000175756","AURKAIP1",54998
"ENSG00000175764","TTLL11",158135
"ENSG00000175768","TOMM5",401505
"ENSG00000175772","LINC01106",NA
"ENSG00000175782","SLC35E3",55508
"ENSG00000175787","ZNF169",169841
"ENSG00000175792","RUVBL1",8607
"ENSG00000175806","MSRA",4482
"ENSG00000175826","CTDNEP1",23399
"ENSG00000175832","ETV4",2118
"ENSG00000175854","SWI5",375757
"ENSG00000175866","BAIAP2",10458
"ENSG00000175886","RPL7AP66",NA
"ENSG00000175893","ZDHHC21",340481
"ENSG00000175895","PLEKHF2",79666
"ENSG00000175899","A2M",2
"ENSG00000175906","ARL4D",379
"ENSG00000175928","LRRN1",57633
"ENSG00000175931","UBE2O",63893
"ENSG00000175938","ORAI3",93129
"ENSG00000175946","KLHL38",340359
"ENSG00000175970","UNC119B",84747
"ENSG00000175984","DENND2C",163259
"ENSG00000176014","TUBB6",84617
"ENSG00000176018","LYSMD3",116068
"ENSG00000176022","B3GALT6",126792
"ENSG00000176024","ZNF613",79898
"ENSG00000176029","C11orf16",56673
"ENSG00000176046","NUPR1",26471
"ENSG00000176054","RPL23P2",NA
"ENSG00000176055","MBLAC2",153364
"ENSG00000176058","TPRN",286262
"ENSG00000176087","SLC35A4",113829
"ENSG00000176095","IP6K1",9807
"ENSG00000176101","SSNA1",8636
"ENSG00000176102","CSTF3",1479
"ENSG00000176105","YES1",7525
"ENSG00000176108","CHMP6",79643
"ENSG00000176124","DLEU1",10301
"ENSG00000176124","DLEU1",100874074
"ENSG00000176125","UFSP1",402682
"ENSG00000176142","TMEM39A",55254
"ENSG00000176148","TCP11L1",55346
"ENSG00000176155","CCDC57",284001
"ENSG00000176170","SPHK1",8877
"ENSG00000176171","BNIP3",664
"ENSG00000176182","MYPOP",339344
"ENSG00000176208","ATAD5",79915
"ENSG00000176209","SMIM19",114926
"ENSG00000176222","ZNF404",342908
"ENSG00000176225","RTTN",25914
"ENSG00000176248","ANAPC2",29882
"ENSG00000176261","ZBTB8OS",339487
"ENSG00000176273","SLC35G1",159371
"ENSG00000176293","ZNF135",7694
"ENSG00000176340","COX8A",1351
"ENSG00000176371","ZSCAN2",54993
"ENSG00000176383","B3GNT4",79369
"ENSG00000176386","CDC26",246184
"ENSG00000176387","HSD11B2",3291
"ENSG00000176390","CRLF3",51379
"ENSG00000176393","RNPEP",6051
"ENSG00000176396","EID2",163126
"ENSG00000176399","DMRTA1",63951
"ENSG00000176401","EID2B",126272
"ENSG00000176407","KCMF1",56888
"ENSG00000176410","DNAJC30",84277
"ENSG00000176422","SPRYD4",283377
"ENSG00000176428","VPS37D",155382
"ENSG00000176438","SYNE3",161176
"ENSG00000176444","CLK2",1196
"ENSG00000176454","LPCAT4",254531
"ENSG00000176463","SLCO3A1",28232
"ENSG00000176472","ZNF575",284346
"ENSG00000176473","WDR25",79446
"ENSG00000176476","SGF29",112869
"ENSG00000176485","PLAAT3",11145
"ENSG00000176490","DIRAS1",148252
"ENSG00000176531","PHLDB3",653583
"ENSG00000176533","GNG7",2788
"ENSG00000176542","USF3",205717
"ENSG00000176563","CNTD1",124817
"ENSG00000176593","ZNF606-AS1",100128398
"ENSG00000176595","KBTBD11",9920
"ENSG00000176597","B3GNT5",84002
"ENSG00000176619","LMNB2",84823
"ENSG00000176623","RMDN1",51115
"ENSG00000176624","MEX3C",51320
"ENSG00000176641","RNF152",220441
"ENSG00000176658","MYO1D",4642
"ENSG00000176678","FOXL1",2300
"ENSG00000176681","LRRC37A",9884
"ENSG00000176692","FOXC2",2303
"ENSG00000176697","BDNF",627
"ENSG00000176700","SCAND2P",NA
"ENSG00000176714","CCDC121",79635
"ENSG00000176715","ACSF3",197322
"ENSG00000176720","BOK",666
"ENSG00000176723","ZNF843",283933
"ENSG00000176731","RBIS",401466
"ENSG00000176732","PFN4",375189
"ENSG00000176749","CDK5R1",8851
"ENSG00000176761","ZNF285BP",NA
"ENSG00000176771","NCKAP5",344148
"ENSG00000176783","RUFY1",80230
"ENSG00000176788","BASP1",10409
"ENSG00000176809","LRRC37A3",374819
"ENSG00000176826","FKBP9P1",NA
"ENSG00000176834","VSIG10",54621
"ENSG00000176845","METRNL",284207
"ENSG00000176853","FAM91A1",157769
"ENSG00000176857","GJA1P1",NA
"ENSG00000176871","WSB2",55884
"ENSG00000176890","TYMS",7298
"ENSG00000176894","PXMP2",5827
"ENSG00000176896","TCEANC",170082
"ENSG00000176903","PNMA1",9240
"ENSG00000176907","TCIM",56892
"ENSG00000176909","MAMSTR",284358
"ENSG00000176912","TYMSOS",NA
"ENSG00000176915","ANKLE2",23141
"ENSG00000176919","C8G",733
"ENSG00000176920","FUT2",2524
"ENSG00000176927","EFCAB5",374786
"ENSG00000176928","GCNT4",51301
"ENSG00000176933","TOB2P1",NA
"ENSG00000176945","MUC20",200958
"ENSG00000176946","THAP4",51078
"ENSG00000176953","NFATC2IP",84901
"ENSG00000176971","FIBIN",387758
